"gene_names","gene_ids"
"tfap2c","ENSPFOG00000016070"
"gcnt7","ENSPFOG00000016161"
"rtfdc1","ENSPFOG00000016110"
"eya2","ENSPFOG00000016188"
"tgm5l","ENSPFOG00000016291"
"PXMP4","ENSPFOG00000016339"
"itcha","ENSPFOG00000016342"
"bloc1s1","ENSPFOG00000016394"
"rdh5","ENSPFOG00000016396"
"gls2b","ENSPFOG00000016406"
"CELA1(2of2)","ENSPFOG00000016471"
"zgc:77816(1of2)","ENSPFOG00000016482"
"sec13","ENSPFOG00000016507"
"cand2","ENSPFOG00000016530"
"ensembl","ENSPFOG00000022805"
"angpt4","ENSPFOG00000016607"
"cox6c","ENSPFOG00000016666"
"STK4(1of2)","ENSPFOG00000016669"
"STK4(2of2)","ENSPFOG00000016705"
"KCNS1","ENSPFOG00000016725"
"si:dkeyp-3f10.17","ENSPFOG00000016764"
"or134-1","ENSPFOG00000016771"
"ensembl","ENSPFOG00000016775"
"ensembl","ENSPFOG00000022135"
"ensembl","ENSPFOG00000016779"
"matn4","ENSPFOG00000016807"
"ensembl","ENSPFOG00000016786"
"ensembl","ENSPFOG00000023578"
"rbpjl","ENSPFOG00000016929"
"ensembl","ENSPFOG00000016984"
"ensembl","ENSPFOG00000020162"
"ensembl","ENSPFOG00000011841"
"ensembl","ENSPFOG00000011858"
"arl4aa","ENSPFOG00000020164"
"etv1","ENSPFOG00000011927"
"dgkb","ENSPFOG00000022873"
"agmo","ENSPFOG00000012376"
"meox2b","ENSPFOG00000012503"
"ispd","ENSPFOG00000012525"
"sostdc1a","ENSPFOG00000012561"
"ankmy2a","ENSPFOG00000012564"
"ensembl","ENSPFOG00000023878"
"si:ch211-215k15.4(1of4)","ENSPFOG00000012643"
"ensembl","ENSPFOG00000012644"
"ensembl","ENSPFOG00000012655"
"dpy19l1l","ENSPFOG00000012713"
"herpud2","ENSPFOG00000012898"
"tbx20","ENSPFOG00000012859"
"si:ch211-215k15.5","ENSPFOG00000012912"
"ensembl","ENSPFOG00000012914"
"si:ch211-215k15.4(2of4)","ENSPFOG00000012944"
"si:ch211-215k15.4(3of4)","ENSPFOG00000012945"
"ensembl","ENSPFOG00000023675"
"si:ch211-215k15.4(4of4)","ENSPFOG00000012949"
"smarcc1a(1of2)","ENSPFOG00000013003"
"smarcc1a(2of2)","ENSPFOG00000013257"
"cspg5a","ENSPFOG00000013340"
"elp6","ENSPFOG00000013358"
"scap","ENSPFOG00000013422"
"ptpn23a","ENSPFOG00000013530"
"ensembl","ENSPFOG00000020167"
"drp2","ENSPFOG00000016576"
"ensembl","ENSPFOG00000021572"
"cenpi","ENSPFOG00000016603"
"tmem35","ENSPFOG00000016701"
"arl13a","ENSPFOG00000016707"
"xkrx","ENSPFOG00000016721"
"nox1","ENSPFOG00000016731"
"cstf2","ENSPFOG00000016756"
"BCORL1","ENSPFOG00000016789"
"mid1ip1l","ENSPFOG00000020880"
"tspan7","ENSPFOG00000016802"
"srpx2","ENSPFOG00000016842"
"sytl4","ENSPFOG00000016875"
"trmt12","ENSPFOG00000016931"
"zdhhc9","ENSPFOG00000016952"
"SASH3","ENSPFOG00000016989"
"xpnpep2","ENSPFOG00000017029"
"ensembl","ENSPFOG00000022482"
"ocrl","ENSPFOG00000017105"
"si:ch73-335m24.2","ENSPFOG00000017167"
"clic2","ENSPFOG00000017189"
"urp1","ENSPFOG00000017210"
"c1galt1c1","ENSPFOG00000020881"
"mcts1","ENSPFOG00000017218"
"cul4b","ENSPFOG00000017232"
"lamp2","ENSPFOG00000017332"
"atp1b4","ENSPFOG00000017367"
"tmem255a","ENSPFOG00000017393"
"zbtb33(2of2)","ENSPFOG00000020882"
"nkap(2of2)","ENSPFOG00000017413"
"ndufa1(2of2)","ENSPFOG00000017427"
"upf3b(2of2)","ENSPFOG00000017429"
"rpl39","ENSPFOG00000017441"
"SNORA69","ENSPFOG00000021507"
"sowahd(2of2)","ENSPFOG00000017443"
"pttg1(2of2)","ENSPFOG00000017444"
"sept6(2of2)","ENSPFOG00000024721"
"nkrf(2of2)","ENSPFOG00000017452"
"ube2a(2of2)","ENSPFOG00000017509"
"zgc:162592","ENSPFOG00000000933"
"cyb5b","ENSPFOG00000000956"
"DHX38","ENSPFOG00000001246"
"zfhx3","ENSPFOG00000001702"
"ensembl","ENSPFOG00000001827"
"CRISPLD2","ENSPFOG00000002018"
"usp10","ENSPFOG00000002312"
"SNORA24","ENSPFOG00000021637"
"ensembl","ENSPFOG00000002462"
"phlpp2","ENSPFOG00000002492"
"ap1g1","ENSPFOG00000024310"
"ZNF821(1of2)","ENSPFOG00000003130"
"atxn1l","ENSPFOG00000003153"
"ZNF821(2of2)","ENSPFOG00000003140"
"mtmr10","ENSPFOG00000003204"
"MYO1E","ENSPFOG00000003451"
"rnf111","ENSPFOG00000004203"
"sltm","ENSPFOG00000004372"
"fam63b","ENSPFOG00000004813"
"cox5aa(1of4)","ENSPFOG00000012132"
"RPP25(2of3)","ENSPFOG00000020174"
"cox5aa(2of4)","ENSPFOG00000012150"
"ARID3B(1of2)","ENSPFOG00000012160"
"edc3","ENSPFOG00000012204"
"csk","ENSPFOG00000012238"
"adal","ENSPFOG00000012398"
"nat10","ENSPFOG00000012532"
"caprin1b","ENSPFOG00000022517"
"lmo2","ENSPFOG00000012943"
"alx4a","ENSPFOG00000012946"
"tspan18b","ENSPFOG00000012979"
"cd82b","ENSPFOG00000013024"
"tp53i11b","ENSPFOG00000013070"
"si:dkey-29p10.4","ENSPFOG00000013098"
"LHFPL3(1of2)","ENSPFOG00000013114"
"RELN","ENSPFOG00000013155"
"ensembl","ENSPFOG00000022421"
"PIK3C2G","ENSPFOG00000013736"
"PLCZ1","ENSPFOG00000013930"
"PLEKHA5(2of2)","ENSPFOG00000014067"
"KCTD15(2of2)","ENSPFOG00000014270"
"si:dkey-219c3.2(2of2)","ENSPFOG00000014290"
"lsm14aa(2of2)","ENSPFOG00000014346"
"skia","ENSPFOG00000014560"
"ensembl","ENSPFOG00000021808"
"prkcz","ENSPFOG00000014668"
"TNFRSF14(2of4)","ENSPFOG00000014747"
"ensembl","ENSPFOG00000023026"
"tmem82(1of2)","ENSPFOG00000014760"
"spen(2of2)","ENSPFOG00000024806"
"spen(1of2)","ENSPFOG00000014768"
"EPHA2(1of2)","ENSPFOG00000014859"
"fam131c","ENSPFOG00000015111"
"clcnk","ENSPFOG00000015118"
"hspb7","ENSPFOG00000015177"
"zbtb17","ENSPFOG00000015192"
"ddost","ENSPFOG00000015244"
"plekhm2","ENSPFOG00000015306"
"ano11","ENSPFOG00000015405"
"arhgef19","ENSPFOG00000015575"
"si:dkey-21o19.2","ENSPFOG00000015629"
"ttll10","ENSPFOG00000023253"
"ensembl","ENSPFOG00000021370"
"ensembl","ENSPFOG00000021130"
"ensembl","ENSPFOG00000021134"
"MIB2","ENSPFOG00000015645"
"ubiad1","ENSPFOG00000015719"
"MMP23B","ENSPFOG00000015725"
"cdk11b","ENSPFOG00000015789"
"SMIM1","ENSPFOG00000022072"
"szrd1","ENSPFOG00000015823"
"atp13a2","ENSPFOG00000015841"
"SDHB(1of2)","ENSPFOG00000015918"
"tmem240a","ENSPFOG00000015961"
"otud3","ENSPFOG00000015964"
"bcas2","ENSPFOG00000015978"
"trim33","ENSPFOG00000016002"
"pqlc2","ENSPFOG00000016097"
"nr1h5","ENSPFOG00000016102"
"BRPF3(2of2)","ENSPFOG00000016155"
"mapk13","ENSPFOG00000016209"
"ensembl","ENSPFOG00000016275"
"pvrl1b","ENSPFOG00000000623"
"ttc36","ENSPFOG00000000691"
"FBXO40(1of3)","ENSPFOG00000000702"
"cntn5","ENSPFOG00000000982"
"ARHGAP42(1of2)","ENSPFOG00000001771"
"pgr","ENSPFOG00000002202"
"trpc6b","ENSPFOG00000002279"
"cep126","ENSPFOG00000022758"
"yap1(1of2)","ENSPFOG00000002579"
"C10orf76","ENSPFOG00000000800"
"LDB1(1of2)","ENSPFOG00000001150"
"PPRC1(1of2)","ENSPFOG00000001320"
"si:dkey-93h22.6","ENSPFOG00000001376"
"cant1b","ENSPFOG00000001512"
"afmid","ENSPFOG00000001639"
"tk1","ENSPFOG00000001761"
"syngr2b","ENSPFOG00000024151"
"si:dkey-93h22.7","ENSPFOG00000024276"
"TMC8","ENSPFOG00000001925"
"TMC6(1of2)","ENSPFOG00000002182"
"notum1b","ENSPFOG00000002456"
"aspscr1","ENSPFOG00000002615"
"MYADML2(1of2)","ENSPFOG00000021992"
"pycr1b","ENSPFOG00000002863"
"mafgb","ENSPFOG00000002983"
"ensembl","ENSPFOG00000022440"
"sirt7","ENSPFOG00000003047"
"pcyt2(2of2)","ENSPFOG00000022675"
"gnav1","ENSPFOG00000003322"
"npb(3of3)","ENSPFOG00000020122"
"sgsh(1of2)","ENSPFOG00000003433"
"slc26a11","ENSPFOG00000003811"
"ensembl","ENSPFOG00000024547"
"ensembl","ENSPFOG00000021974"
"ensembl","ENSPFOG00000021691"
"npb(1of3)","ENSPFOG00000003627"
"sgsh(2of2)","ENSPFOG00000003648"
"ensembl","ENSPFOG00000003528"
"nanos3","ENSPFOG00000020123"
"CC2D1A","ENSPFOG00000004123"
"mri1","ENSPFOG00000004311"
"C19orf53","ENSPFOG00000004398"
"ensembl","ENSPFOG00000004403"
"slc25a23a","ENSPFOG00000004443"
"khsrp","ENSPFOG00000004577"
"dcaf15","ENSPFOG00000005125"
"RFX1(1of2)","ENSPFOG00000005148"
"tnpo2(1of2)","ENSPFOG00000005417"
"SLC9A3R2(1of2)","ENSPFOG00000005908"
"nthl1","ENSPFOG00000005951"
"TSC2","ENSPFOG00000006024"
"SSTR5","ENSPFOG00000006675"
"ensembl","ENSPFOG00000023385"
"ensembl","ENSPFOG00000024098"
"gprc5bb","ENSPFOG00000006731"
"knop1","ENSPFOG00000023981"
"exosc1","ENSPFOG00000006755"
"pgam1b","ENSPFOG00000006834"
"pi4k2a(1of2)","ENSPFOG00000006874"
"si:ch211-197k17.3(2of2)","ENSPFOG00000023827"
"pi4k2a(2of2)","ENSPFOG00000006926"
"si:ch211-284e13.5","ENSPFOG00000023259"
"zfyve27","ENSPFOG00000007066"
"golga7ba","ENSPFOG00000007191"
"crtac1a","ENSPFOG00000007229"
"r3hcc1l","ENSPFOG00000007379"
"LOXL4(2of2)","ENSPFOG00000007413"
"tekt4","ENSPFOG00000007624"
"ensembl","ENSPFOG00000007684"
"ensembl","ENSPFOG00000024285"
"ensembl","ENSPFOG00000007730"
"plxnb1b","ENSPFOG00000001682"
"sema3fb","ENSPFOG00000002849"
"ARL8B","ENSPFOG00000003916"
"NAAA","ENSPFOG00000004036"
"bhlhe40","ENSPFOG00000004275"
"itpr1b","ENSPFOG00000004491"
"setmar","ENSPFOG00000006180"
"lrrn1","ENSPFOG00000020409"
"ensembl","ENSPFOG00000006181"
"si:dkey-178o16.4","ENSPFOG00000006189"
"trnt1","ENSPFOG00000006194"
"arl6ip5a(1of2)","ENSPFOG00000006251"
"arl6ip5a(2of2)","ENSPFOG00000006253"
"frmd4ba","ENSPFOG00000006321"
"mitfa","ENSPFOG00000006677"
"camkvb","ENSPFOG00000006783"
"mst1rb","ENSPFOG00000006925"
"mon1a","ENSPFOG00000007130"
"ensembl","ENSPFOG00000007170"
"traip","ENSPFOG00000007180"
"grm6b","ENSPFOG00000007313"
"comta","ENSPFOG00000007504"
"ccdc120","ENSPFOG00000007506"
"mbd1b","ENSPFOG00000007511"
"cxxc1b","ENSPFOG00000007618"
"tfe3b","ENSPFOG00000007817"
"gnl3l","ENSPFOG00000007874"
"ensembl","ENSPFOG00000008152"
"met(1of2)","ENSPFOG00000014285"
"cav1","ENSPFOG00000014440"
"cav2","ENSPFOG00000014452"
"tes","ENSPFOG00000014458"
"CPA1(1of2)","ENSPFOG00000014495"
"CPA1(2of2)","ENSPFOG00000014613"
"cep41","ENSPFOG00000014618"
"poc1b","ENSPFOG00000014656"
"dusp6","ENSPFOG00000014696"
"si:dkey-106n21.1","ENSPFOG00000014741"
"kitlga","ENSPFOG00000014949"
"tmtc3","ENSPFOG00000014970"
"cep290","ENSPFOG00000015079"
"C12orf29","ENSPFOG00000015478"
"lyve1b","ENSPFOG00000023233"
"eif4g2b","ENSPFOG00000015554"
"SNORD97","ENSPFOG00000021166"
"SNORD97","ENSPFOG00000021040"
"ensembl","ENSPFOG00000015711"
"ensembl","ENSPFOG00000013154"
"map3k7","ENSPFOG00000013167"
"bach2b","ENSPFOG00000013310"
"cx52.6","ENSPFOG00000020916"
"casp8ap2(1of2)","ENSPFOG00000013352"
"mdn1","ENSPFOG00000013400"
"ankrd6b","ENSPFOG00000014122"
"gabrr2b","ENSPFOG00000014194"
"ube2j1","ENSPFOG00000014265"
"rad51","ENSPFOG00000014300"
"rmdn3","ENSPFOG00000014339"
"si:ch211-241j12.3","ENSPFOG00000014416"
"CFAP206","ENSPFOG00000014453"
"gabrr1","ENSPFOG00000014517"
"smim8","ENSPFOG00000014530"
"znf292b","ENSPFOG00000014543"
"psmc6","ENSPFOG00000014622"
"cgrrf1","ENSPFOG00000014706"
"nus1","ENSPFOG00000014815"
"serinc1","ENSPFOG00000014938"
"cx43","ENSPFOG00000020917"
"gopc","ENSPFOG00000015046"
"cep85l","ENSPFOG00000015130"
"mcm9","ENSPFOG00000015210"
"C2orf71(3of3)","ENSPFOG00000020918"
"fynrk","ENSPFOG00000015256"
"HS3ST5","ENSPFOG00000015320"
"ensembl","ENSPFOG00000015383"
"marcksa","ENSPFOG00000015557"
"ensembl","ENSPFOG00000000124"
"cnga3a","ENSPFOG00000000150"
"tmem131","ENSPFOG00000000186"
"si:ch211-201h21.5","ENSPFOG00000000336"
"bivm","ENSPFOG00000000352"
"zgc:172121","ENSPFOG00000000396"
"nme7","ENSPFOG00000000431"
"atp1b1a(1of2)","ENSPFOG00000000553"
"dpt","ENSPFOG00000000620"
"zbtb11","ENSPFOG00000000687"
"tp63","ENSPFOG00000000910"
"tprg1","ENSPFOG00000001285"
"lpp","ENSPFOG00000001466"
"bcl6a","ENSPFOG00000001561"
"smx5","ENSPFOG00000001621"
"inpp5d","ENSPFOG00000021881"
"gpr17","ENSPFOG00000020959"
"MYO7B(1of2)","ENSPFOG00000002019"
"sap130a","ENSPFOG00000003244"
"amotl2a","ENSPFOG00000003541"
"cep63","ENSPFOG00000003641"
"im:7152348","ENSPFOG00000003736"
"rab6ba","ENSPFOG00000003742"
"slco2a1","ENSPFOG00000003801"
"ryk","ENSPFOG00000003881"
"sned1","ENSPFOG00000004023"
"ensembl","ENSPFOG00000012648"
"CERK(2of2)","ENSPFOG00000012654"
"CDHR5(2of2)","ENSPFOG00000012663"
"gramd4b","ENSPFOG00000012715"
"ensembl","ENSPFOG00000012969"
"rfwd3","ENSPFOG00000012973"
"glg1a","ENSPFOG00000013019"
"si:dkey-234i14.3","ENSPFOG00000013224"
"ensembl","ENSPFOG00000013262"
"si:ch1073-174d20.2","ENSPFOG00000013283"
"cacna2d4b","ENSPFOG00000013433"
"lrtm2b","ENSPFOG00000013516"
"MYOD1(2of2)","ENSPFOG00000013532"
"tnnt3a","ENSPFOG00000013555"
"ensembl","ENSPFOG00000021614"
"lsp1","ENSPFOG00000013655"
"prr33","ENSPFOG00000024450"
"TNNI2(2of5)","ENSPFOG00000013698"
"TNNI2(3of5)","ENSPFOG00000013744"
"TNNI2(5of5)","ENSPFOG00000023624"
"tnni2a.2","ENSPFOG00000013772"
"syt8","ENSPFOG00000013827"
"dldh","ENSPFOG00000013896"
"GUCY2D(2of2)","ENSPFOG00000013986"
"deaf1","ENSPFOG00000014257"
"bet1l","ENSPFOG00000014322"
"atp2b1b","ENSPFOG00000014334"
"gtse1","ENSPFOG00000014390"
"cttnbp2","ENSPFOG00000014424"
"cftr","ENSPFOG00000014478"
"asz1","ENSPFOG00000014640"
"wnt2","ENSPFOG00000014710"
"ST7","ENSPFOG00000014750"
"CAPZA2","ENSPFOG00000014905"
"gpd2","ENSPFOG00000014961"
"met(2of2)","ENSPFOG00000022265"
"tm6sf2(1of2)","ENSPFOG00000001189"
"hapln4","ENSPFOG00000021832"
"ncanb","ENSPFOG00000001509"
"nr2c2ap","ENSPFOG00000001785"
"rfxank","ENSPFOG00000001858"
"mef2bnb","ENSPFOG00000001921"
"TMEM221","ENSPFOG00000001926"
"mef2b","ENSPFOG00000001969"
"tmem161a","ENSPFOG00000002030"
"ensembl","ENSPFOG00000021600"
"ensembl","ENSPFOG00000002163"
"mau2(1of2)","ENSPFOG00000002252"
"gatad2ab(1of2)","ENSPFOG00000002553"
"mau2(2of2)","ENSPFOG00000002855"
"gatad2ab(2of2)","ENSPFOG00000003089"
"yjefn3(1of2)","ENSPFOG00000003143"
"si:ch211-249o11.5(1of2)","ENSPFOG00000003133"
"cilp2","ENSPFOG00000003206"
"yjefn3(2of2)","ENSPFOG00000023381"
"si:ch211-212d10.2","ENSPFOG00000003323"
"ensembl","ENSPFOG00000003327"
"ensembl","ENSPFOG00000003400"
"ensembl","ENSPFOG00000003457"
"midn","ENSPFOG00000003571"
"atp5d","ENSPFOG00000003688"
"cbarpb(1of3)","ENSPFOG00000003720"
"fstl3","ENSPFOG00000003789"
"RNF126(2of3)","ENSPFOG00000003851"
"ensembl","ENSPFOG00000004099"
"PKP4(3of3)","ENSPFOG00000024727"
"CCDC148","ENSPFOG00000003561"
"upp2","ENSPFOG00000003712"
"si:dkey-276j7.1(2of3)","ENSPFOG00000003842"
"ACVR1","ENSPFOG00000003858"
"ACVR1C","ENSPFOG00000004103"
"CYTIP","ENSPFOG00000004187"
"GALNT5","ENSPFOG00000004267"
"ensembl","ENSPFOG00000023115"
"nr4a2a","ENSPFOG00000004317"
"kcnj3b","ENSPFOG00000004381"
"galnt13","ENSPFOG00000004447"
"rprmb","ENSPFOG00000020712"
"prpf40a","ENSPFOG00000004792"
"fmnl2a","ENSPFOG00000005381"
"SUMO3(2of2)","ENSPFOG00000022520"
"pttg1ipb","ENSPFOG00000005608"
"myo10l3","ENSPFOG00000005639"
"glb1l","ENSPFOG00000006508"
"ankzf1","ENSPFOG00000006877"
"ASTL(3of14)","ENSPFOG00000007022"
"ASTL(4of14)","ENSPFOG00000007073"
"TRA2B(1of2)","ENSPFOG00000007144"
"igf2bp2a","ENSPFOG00000007221"
"tmem41aa","ENSPFOG00000007558"
"ehhadh","ENSPFOG00000007605"
"C3orf70","ENSPFOG00000007710"
"smpd5","ENSPFOG00000002379"
"MALSU1","ENSPFOG00000002440"
"ensembl","ENSPFOG00000022694"
"mpp6a","ENSPFOG00000002465"
"dfna5b","ENSPFOG00000002718"
"osbpl3b","ENSPFOG00000002779"
"C7orf31","ENSPFOG00000003228"
"pde11al","ENSPFOG00000003284"
"cbx3b","ENSPFOG00000003598"
"snx10b","ENSPFOG00000003631"
"skap2","ENSPFOG00000003684"
"hoxa2b","ENSPFOG00000003770"
"hoxa9b","ENSPFOG00000003793"
"ensembl","ENSPFOG00000021380"
"hoxa11a","ENSPFOG00000003803"
"hoxa13b","ENSPFOG00000003827"
"hibadhb","ENSPFOG00000003856"
"tax1bp1b","ENSPFOG00000003952"
"jazf1b","ENSPFOG00000004320"
"creb5b","ENSPFOG00000004378"
"cpvl","ENSPFOG00000004633"
"chn2","ENSPFOG00000005070"
"fkbp14","ENSPFOG00000005032"
"plekha8","ENSPFOG00000005412"
"hacl1(1of2)","ENSPFOG00000005527"
"ankrd28b(1of2)","ENSPFOG00000005715"
"colq","ENSPFOG00000022473"
"hacl1(2of2)","ENSPFOG00000006084"
"ankrd28b(2of2)","ENSPFOG00000006560"
"hdac9b","ENSPFOG00000007880"
"ensembl","ENSPFOG00000019887"
"macc1","ENSPFOG00000007954"
"sp8b","ENSPFOG00000007998"
"DNAH11","ENSPFOG00000008061"
"rapgef5b","ENSPFOG00000009714"
"si:ch211-254p10.2","ENSPFOG00000009892"
"fhod3b","ENSPFOG00000009943"
"rxrbb","ENSPFOG00000010127"
"ensembl","ENSPFOG00000010232"
"ensembl","ENSPFOG00000021604"
"si:dkey-8k3.2(2of2)","ENSPFOG00000010249"
"ensembl","ENSPFOG00000010703"
"cyp21a2(2of2)","ENSPFOG00000010771"
"gtf2e1","ENSPFOG00000008552"
"rabl3","ENSPFOG00000008586"
"ensembl","ENSPFOG00000008589"
"ensembl","ENSPFOG00000008647"
"ugt1ab","ENSPFOG00000008721"
"nxph2a(1of2)","ENSPFOG00000008818"
"nxph2a(2of2)","ENSPFOG00000008823"
"spopla","ENSPFOG00000008844"
"HNMT(1of2)","ENSPFOG00000009057"
"hnmt","ENSPFOG00000009091"
"thsd7ba","ENSPFOG00000009213"
"cxcr4b","ENSPFOG00000010131"
"dars","ENSPFOG00000010159"
"TMBIM1(1of2)","ENSPFOG00000010463"
"pnkd","ENSPFOG00000010628"
"gmppab","ENSPFOG00000010768"
"asic4a","ENSPFOG00000010865"
"nuak2","ENSPFOG00000000376"
"ccnd3","ENSPFOG00000000397"
"bysl","ENSPFOG00000000406"
"med20","ENSPFOG00000000444"
"usp49","ENSPFOG00000000468"
"tmcc2","ENSPFOG00000000526"
"cdkn1a","ENSPFOG00000000547"
"SRSF3(1of2)","ENSPFOG00000000552"
"ahcyl1(2of2)","ENSPFOG00000023673"
"strip1","ENSPFOG00000000614"
"ensembl","ENSPFOG00000000805"
"slc6a17","ENSPFOG00000000895"
"rbm15(2of2)","ENSPFOG00000020520"
"AMIGO1(2of2)","ENSPFOG00000020521"
"GPR61(1of2)","ENSPFOG00000000995"
"ampd2a","ENSPFOG00000001124"
"eps8l3a","ENSPFOG00000001425"
"ensembl","ENSPFOG00000022668"
"WDR77","ENSPFOG00000001577"
"pbrm1","ENSPFOG00000001707"
"cse1l","ENSPFOG00000001989"
"ensembl","ENSPFOG00000002203"
"ensembl","ENSPFOG00000002236"
"PTGIS(1of2)","ENSPFOG00000002255"
"thumpd3","ENSPFOG00000002318"
"srgap3(1of2)","ENSPFOG00000002434"
"rad18","ENSPFOG00000002722"
"oxtr","ENSPFOG00000002819"
"cav3","ENSPFOG00000002851"
"ensembl","ENSPFOG00000024182"
"si:dkeyp-111e5.4","ENSPFOG00000020522"
"parp3","ENSPFOG00000002883"
"grm2a","ENSPFOG00000002969"
"tex264a","ENSPFOG00000024802"
"fancd2","ENSPFOG00000003183"
"ensembl","ENSPFOG00000004456"
"usp4","ENSPFOG00000004486"
"gpx1b","ENSPFOG00000004489"
"emc3","ENSPFOG00000004502"
"slc38a3a","ENSPFOG00000004595"
"GNAI2(1of2)","ENSPFOG00000004905"
"fam212aa","ENSPFOG00000020523"
"SYNGAP1(2of2)","ENSPFOG00000009917"
"smg5","ENSPFOG00000010191"
"paqr6","ENSPFOG00000010354"
"ntrk1","ENSPFOG00000010467"
"afp4","ENSPFOG00000010677"
"rbm8a","ENSPFOG00000010695"
"otud7b","ENSPFOG00000010780"
"mtmr11","ENSPFOG00000010925"
"si:ch211-271d10.2","ENSPFOG00000011054"
"SV2A(2of3)","ENSPFOG00000011055"
"bola1","ENSPFOG00000020450"
"nr2f5","ENSPFOG00000011150"
"il21r.1","ENSPFOG00000011194"
"IL21R","ENSPFOG00000023669"
"rpz","ENSPFOG00000020451"
"rpz3","ENSPFOG00000011206"
"rpz5(2of2)","ENSPFOG00000022427"
"rpz5(1of2)","ENSPFOG00000020452"
"rpz4","ENSPFOG00000020453"
"ensembl","ENSPFOG00000011217"
"ensembl","ENSPFOG00000011230"
"ensembl","ENSPFOG00000011232"
"ensembl","ENSPFOG00000011272"
"lamtor2","ENSPFOG00000011309"
"rab25b","ENSPFOG00000011310"
"rab11al","ENSPFOG00000011316"
"MEX3A","ENSPFOG00000011366"
"LMNA(2of2)","ENSPFOG00000011389"
"pear1","ENSPFOG00000011648"
"gpatch4","ENSPFOG00000011835"
"ensembl","ENSPFOG00000021833"
"ensembl","ENSPFOG00000022351"
"ensembl","ENSPFOG00000011860"
"ensembl","ENSPFOG00000011872"
"ensembl","ENSPFOG00000011886"
"ensembl","ENSPFOG00000011893"
"ensembl","ENSPFOG00000022819"
"MEGF11(2of2)","ENSPFOG00000017485"
"dis3l","ENSPFOG00000017504"
"tipin","ENSPFOG00000017558"
"lctla","ENSPFOG00000017589"
"crybgx","ENSPFOG00000017644"
"ccnb2","ENSPFOG00000017659"
"cars","ENSPFOG00000017710"
"pex16","ENSPFOG00000017774"
"arfgap2","ENSPFOG00000017810"
"ensembl","ENSPFOG00000022358"
"si:ch73-167i17.7(4of4)","ENSPFOG00000022719"
"si:ch73-167i17.7(2of4)","ENSPFOG00000017817"
"ensembl","ENSPFOG00000024837"
"ensembl","ENSPFOG00000024362"
"si:ch73-167i17.7(3of4)","ENSPFOG00000017827"
"PPFIA1","ENSPFOG00000017857"
"cttn","ENSPFOG00000017981"
"shank2","ENSPFOG00000018026"
"SHANK2","ENSPFOG00000023350"
"ensembl","ENSPFOG00000018127"
"ensembl","ENSPFOG00000018140"
"guca1g","ENSPFOG00000018146"
"PDE6H(3of3)","ENSPFOG00000018150"
"rassf7b","ENSPFOG00000018158"
"ensembl","ENSPFOG00000018178"
"ensembl","ENSPFOG00000018193"
"ensembl","ENSPFOG00000018256"
"ensembl","ENSPFOG00000018258"
"si:ch211-288d18.1","ENSPFOG00000018269"
"si:ch211-71n6.4","ENSPFOG00000018307"
"SLC25A45","ENSPFOG00000000976"
"SLC35E2B","ENSPFOG00000001059"
"ensembl","ENSPFOG00000001184"
"nadka","ENSPFOG00000001297"
"gnb1a(1of2)","ENSPFOG00000001493"
"ensembl","ENSPFOG00000024824"
"cfap74","ENSPFOG00000001646"
"gabrd","ENSPFOG00000001790"
"si:dkey-163f12.11","ENSPFOG00000001845"
"ajap1","ENSPFOG00000001864"
"nphp4","ENSPFOG00000001977"
"dffb","ENSPFOG00000002195"
"si:ch211-147a11.3","ENSPFOG00000002280"
"b3gnt7l(1of2)","ENSPFOG00000020657"
"b3gnt7l(2of2)","ENSPFOG00000020658"
"cep104","ENSPFOG00000002290"
"lhx5","ENSPFOG00000000403"
"ensembl","ENSPFOG00000020036"
"ensembl","ENSPFOG00000020037"
"mzt2b","ENSPFOG00000000429"
"trim23","ENSPFOG00000000449"
"ppwd1","ENSPFOG00000000543"
"cwc27","ENSPFOG00000000765"
"adamts6","ENSPFOG00000001100"
"plac8.1","ENSPFOG00000001599"
"cops4","ENSPFOG00000001653"
"lin54","ENSPFOG00000001836"
"sec31a","ENSPFOG00000002042"
"tmem150c","ENSPFOG00000002468"
"enoph1","ENSPFOG00000002471"
"hnrnpd","ENSPFOG00000002596"
"ensembl","ENSPFOG00000022605"
"mat2al","ENSPFOG00000002817"
"ZSWIM6(1of3)","ENSPFOG00000002966"
"KIF2A(1of2)","ENSPFOG00000003556"
"PITPNM2(1of2)","ENSPFOG00000003953"
"MPHOSPH9(1of2)","ENSPFOG00000004735"
"MPHOSPH9(2of2)","ENSPFOG00000004848"
"CDK2AP1","ENSPFOG00000004970"
"sbno1","ENSPFOG00000005069"
"setd8b","ENSPFOG00000005772"
"RILPL1(1of2)","ENSPFOG00000005790"
"fbxo18","ENSPFOG00000005889"
"HIP1R(1of3)","ENSPFOG00000006168"
"hip1ra","ENSPFOG00000022537"
"CLIP1(1of2)","ENSPFOG00000006691"
"hcar1-2","ENSPFOG00000024326"
"denr","ENSPFOG00000023419"
"bcl7a","ENSPFOG00000006770"
"eif2b1","ENSPFOG00000006870"
"ddx55","ENSPFOG00000006970"
"ensembl","ENSPFOG00000007210"
"TSHZ2","ENSPFOG00000020779"
"ZNF217","ENSPFOG00000006420"
"ensembl","ENSPFOG00000022622"
"pfdn4","ENSPFOG00000006443"
"ensembl","ENSPFOG00000006488"
"cbln4","ENSPFOG00000006504"
"ensembl","ENSPFOG00000006563"
